respid,sample,comp,int_date,lang,state,density,usr,qs1,sex,eminuse,intmob,intfreq,snsint2,home4nw,bbhome1,bbhome2,device1a,smart2,bbsmart2,bbsmart3a,bbsmart3b,bbsmart3c,bbsmart3d,bbsmart3e,bbsmart3f,bbsmart3f_1_other,bbsmart4,cable1,cable2,cable3a,cable3b,cable3c,web1a,web1b,web1c,web1d,web1e,web1f,web1g,web1h,web1i,web1j,web1k,sns2a,sns2b,sns2c,sns2d,sns2e,paya,payb,payc,prob,coviddisa,coviddisb,coviddisc,coviddisd,coviddise,device1b,device1c,device1d,books1,books2a,books2b,books2c,gender,age,marital,par,educ2,emplnw,disa,hisp,racem1,racem2,racem3,racem4,racecmb,birth_hisp,income,party,partyln,hh1,hh3,ql1,ql1a,qc1,weight,cellweight
154770,2,1,1/28/2021,1,27,1,R,2,1,1,2,3,2,1,2, , ,2, , , , , , , , , ,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2, , , , ,3,2,2, ,3,2,2,2,1,2,2,1,2,20,1,2,2,1,59,2,2,4,2,2,2,1, , , ,1, ,4,2, ,2,2, , ,1,0.6168597,0.6493118
154789,2,1,1/29/2021,1,21,1,R,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,1,1,2,2,2,2,1,2,2,2,5,2,3,2,2,2,2,3,3,3,2,3,1,1,2,3,1,2,1,1,53,1,2,4,1,2,2,1, , , ,1, ,10,1, ,3,3, , ,2,0.8192717,0.7501403
154818,2,1,1/29/2021,1,48,4,U,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,2,1,2,1,1,2,1,1,2,1,3, ,1, ,2,2,2,2,4,3,1,2,1,2,1,1,1,10,1,2,2,1,56,1,1,6,1,2,2,1, , , ,1, ,7,2, ,3,2, , ,1,0.3944246,0.4585121
154829,2,1,2/4/2021,1,4,3,U,2,1,1,2,1,2,1,2, , ,2, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,2,1,2,2,2, , , , ,1,2,2,2,4,1,1,1,1,2,2,1,2,15,1,2,2,1,65,1,2,8,1,2,2,1, , , ,1, ,9,3,1,3,3, , ,1,0.3536481,0.3946651
154876,2,1,2/4/2021,1,36,5, ,2,1,1,1,3,1,2, , , ,2,1,1,1, ,2,2,2, ,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2, , ,1, ,1,1, , ,2,2,1,1,1,1,2,2,2,0, , , ,1,60,1,2,1,4,1,1,1, , , ,1,3,5,2, ,8,6, , ,2,1.7062488,1.2414159
154914,2,1,1/27/2021,1,51,3,S,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,1,2,2,1, , ,5, ,3,2,2,2,3,2,1,1,1,1,2,1,2,3,1,2,2,2,54,3,2,8,1,1,2,1, , , ,1, ,6,3,2,1, , , ,1,0.6702568,0.8189401
155030,2,1,1/27/2021,1,2,1,R,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2, , , , ,4,2,2, ,4,3,3,1,8,3,1,1,2,5,1,2,2,1,40,6,2,3,1,2,2,1, , , ,1, ,6,3,9,1, , , ,1,0.9701474,1.2250948
155080,2,1,1/27/2021,1,13,5,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,2,2,2,1,1,1,2,1,1,2,2,1,1,2,2,3,3, ,1,3,2,2, ,4,2,2,1,1,2,1,1,1,12,2,2,1,1,22,6,2,6,1,2,2,2, , , ,2, ,6,2, ,1, , , ,2,0.5353107,0.4443296
155120,2,1,1/29/2021,1,27,1,R,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,1,2,2,2,2, , ,1, ,3,2,2,2,4,1,1,1,1,1,1,1,2,97,2,1,1,2,68,1,2,5,2,2,2,1, , , ,1, ,6,3,2,2,2, , ,2,0.7847505,1.2286115
155125,2,1,1/28/2021,1,29,4,S,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,1,2,1,1,1,1,2,2,1, ,2,1, ,3,2,2,2,3,2,1,9,1,2,1,1,1,4,1,2,2,2,72,5,2,6,3,2,2,1, , , ,1, ,7,2, ,1, , , ,1,0.4009002,0.9278923
155163,2,1,1/29/2021,1,47,4,U,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,2,2,2,2, , ,5, ,3,2,2,2,3,2,2,2,1,2,1,1,2,6,1,2,1,1,67,1,2,6,1,2,2,2, , , ,2, ,7,3,1,1, , , ,1,0.420625,0.8094556
155171,2,1,1/29/2021,1,56,1,R,2,1,1,1,3,2,1,8, , ,1,1,2,2,2,1,2,1,Technology is unaccesable,4,1, , , , ,2,2,2,2,1,2,2,2,2,2,2, , , , ,3,2, ,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,62,1,2,4,1,2,2,1, , , ,1, ,7,1, ,2,2, , ,1,0.5476937,0.6012734
155177,2,1,2/2/2021,1,8,5,U,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,2,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,3,1, ,5,2,2, ,2,1,1,1,1,1,2,1,2,6,1,2,1,2,35,6,1,4,1,2,2,1, , , ,1, ,5,3,2,3,2, , ,2,1.1809782,0.9524341
155181,2,1,1/29/2021,1,53,4,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,1,2,1,2,1,1,2,2,1, ,4,2, ,4,2,2,2,3,1,1,1,1,2,1,2,2,40,1,2,1,2,65,2,2,8,3,2,2,1, , , ,1, ,10,2, ,2,2, , ,1,0.4866835,0.8592434
155256,2,1,2/6/2021,1,36,3,U,2,1,1,1,3,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,2,2,1,2,2,2,2, , ,1, , ,2,2,2,4,3,2,2,2,2,1,1,2,12,1,1,1,1,63,1,2,6,3,2,2,1, , , ,1, ,9,1, ,2,2, , ,2,0.3980321,0.4217437
155262,2,1,1/28/2021,1,18,2,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,2,2,2,1,2,2,1,1,1,2,2,2,2,1,2, , ,2,3,2,1,1, ,4,1,1,1,1,1,1,2,2,97,1,2,2,2,25,1,1,4,4,1,2,1, , , ,1, ,2,4,9,2,2, , ,2,2.4596811,2.2350729
155536,2,1,2/2/2021,1,4,3,U,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,2,2,2,2,2, , , , ,2,2,2,2,2,3,3,2,2,2,1,1,2,40,1,1,1,1,45,1,1,8,1,2,2,1, , , ,1, ,9,4,9,4,2, , ,2,0.7027417,0.5825802
155549,2,1,2/3/2021,1,6,3,U,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,2,2,2,1,2,1,1,1,1,2,1,2,1,1,2, ,1,2,1,1,2,1, ,3,1,1,1,1,1,1,1,1,50,1,2,1,1,23,6,2,3,1,2,1,9, , , ,9,1,1,3,2,8,4, , ,2,0.9057813,0.7214503
155566,2,1,2/6/2021,1,23,1,R,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,1,2,2,2,2,2, , ,3, ,4,2,2,2,2,2,1,2,1,2,1,1,2,1,2,2,1,1,57,2,2,6,1,2,2,1, , , ,1, ,9,1, ,2,2, , ,2,0.3542317,0.4126213
155610,2,1,1/27/2021,1,36,3,S,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,1,2,1,2,2, , ,1, ,4,2,2,2,3,1,1,2,1,1,1,1,1,10,1,2,2,2,65,1,2,5,2,2,2,1, , , ,1, ,8,1, ,2,2, , ,2,0.8613393,1.3918333
155625,2,1,1/28/2021,1,36,1,R,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,1,2,2,2,2,2, , , , ,4,2,2,2,3,1,1,1,1,1,1,1,2,20,1,2,1,1,47,1,1,3,1,2,2,1, , , ,1, ,3,4,8,5,3, , ,1,1.5533351,1.4741484
155779,2,1,1/27/2021,1,39,5, ,2,1,1,1,2,1,1,1,1, ,1,2,2,2,2,1,8,1,current internet is enough to supplty needs,6,2,2,1,2,2,1,1,2,1,1,2,2,1,2,1,2,1,2, ,2,1,2, , ,4,1,2,1,1,2,1,1,1,0, , , ,1,22,6,2,6,1,2,2,1, , , ,1, ,6,2, ,1, , , ,2,0.5999678,0.4153112
155830,2,1,2/4/2021,1,17,4,S,2,1,1,1,1,2,1,2, , ,1, , , , , , , , , ,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2, , , , ,4,2,2, ,3,3,2,2,8,2,2,1,1,0, , , ,1,48,1,1,8,1,2,2,1, , , ,1, ,9,1, ,4,2, , ,1,0.8244274,0.7635732
155943,2,1,1/27/2021,1,6,4,U,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1, ,1,2,2, ,3,1,2,1,1,2,2,1,2,25,1,2,2,1,33,6,2,8,1,2,2,1, , , ,1, ,7,2, ,1, , , ,2,0.7038354,0.5519699
155983,2,1,1/28/2021,1,25,5, ,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,1,1,2,1,2,2,2,2, , ,2,5,1,2,2,2,4,1,1,1,1,2,1,1,2,1,1,2,2,2,34,1,1,8,8,2,2,1, , , ,1, ,8,3,8,4,2, , ,9,1.2822161,1.1221329
156022,2,1,2/1/2021,1,31,4,U,2,2,1,1,2,2,1,3, , ,1, , , , , , , , , ,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2, , , , , ,2,2, ,4,1,1,1,1,2,1,1,2,15,1,2,2,2,68,5,2,6,3,2,2,1, , , ,1, ,4,2, ,1, , , ,2,0.5870634,0.9278923
156097,2,1,2/5/2021,1,2,1,R,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2, , ,1,1,3,2,2, ,4,2,3,3,2,3,2,2,2,0, , , ,1,32,1,2,3,5,2,2,1, , , ,1, ,9,1, ,2,2, , ,2,0.9734647,0.8589481
156102,2,1,2/2/2021,1,42,5,U,2,1,1,1,2,1,2, , , ,1,2,2,2,2,2,2,1,Free xfinity login, ,1, , , , ,1,1,1,1,1,2,2,2,1,1,2,1,1,5,1,3,2, ,2,1,2,2,1,1,1,2,1,2,10,1,2,1,3,23,2,2,6,4,2,2,1, , , ,1, ,3,4,8,3,3, , ,2,0.5860574,0.4603088
156173,2,1,2/7/2021,1,12,2,S,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,2,2,1,2,1,2,2,2,2, ,1, , ,3,2,2,2,3,2,2,2,3,3,1,1,2,10,1,2,2,2,54,1,2,6,1,2,2,1, , , ,1, ,9,1, ,2,2, , ,1,0.7958824,0.789423
156177,2,1,1/28/2021,1,36,4,S,2,1,1,1,1,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,2,1,1,2,2, , , , ,3,2,2,2,3,1,1,1,1,1,1,1,1,12,1,2,1,1,38,2,2,8,2,2,2,1, , , ,1, ,8,1, ,2,2, , ,1,0.8621335,0.8418058
156355,2,1,2/7/2021,1,12,4,S,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,1,1,2,2,2, , ,5, ,3,2,2,2,3,1,2,1,2,3,1,1,2,0, , , ,2,69,1,2,6,3,2,2,1, , , ,1, ,9,1, ,2,2, , ,1,0.5093838,0.9212168
156363,2,1,2/2/2021,1,55,2,S,2,1,1,1,4,2,1,2, , ,1, , , , , , , , , ,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2, , , , ,4,2,2, ,4,3,3,1,2,3,2,1,2,97,1,1,2,1,28,3,1,6,1,2,2,1, , , ,1, ,6,5,8,2,1, , ,1,0.4214263,0.4734135
156464,2,1,2/8/2021,1,42,4,S,2,2,1,1,3,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,2,2,2,2, , ,5, ,3,2,2,2,4,1,1,1,1,1,2,1,2,20,1,2,2,2,99,9,2,6,99,2,9,9, , , ,9, ,10,2, ,9,9, , ,2,0.8356718,0.9037143
156537,2,1,1/28/2021,1,2,2,U,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,2,8,2,1,2,1,1,1,2,2,2,2,1,1,2, ,2,1,1, ,2,2, ,4,3,2,2,8,2,1,1,1,5,1,1,1,1,24,1,2,4,1,2,2,1, , , ,1, ,4,3,1,2,2, , ,2,1.1396313,0.901499
156545,2,1,1/27/2021,1,54,2,U,2,1,1,1,1,1,2, , , ,1,2,2,1,2,1,2,2, ,4,1, , , , ,2,2,1,2,1,2,2,2,2,2,2, , ,3, ,3,2, ,2,2,2,2,2,2,2,1,2,1,6,1,2,1,1,31,6,2,3,1,2,2,1, , , ,1, ,10,3,1,9,4, , ,2,0.9942557,0.9073337
156547,2,1,1/27/2021,1,17,2,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,2,3,3,3,2,3,1,1,2,1,5,1,2,2,1,25,6,2,6,1,2,2,2, , , ,2, ,4,3,2,2,2, , ,2,0.8679358,0.6974581
156593,2,1,2/1/2021,1,48,1,R,2,2,1,1,2,1,2, , , ,2,2,1,2, ,2,2,2, , ,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2, , ,1, ,1,2, , ,1,3,3,2,8,3,2,2,2,99, , , ,2,43,2,2,3,1,2,2,1, , , ,1, ,1,4,2,2,2, , ,2,2.2628044,2.0778834
156629,2,1,1/27/2021,1,6,2,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,1,2,1,1,2,1,2,2,1, ,5,5, ,5,2,2,2,3,1,1,1,1,1,2,1,2,2,2,1,2,1,58,1,2,8,5,2,2,1, , , ,1, ,9,2, ,2,2, , ,1,0.3110796,0.3946651
156693,2,1,2/1/2021,1,39,2,R,2,1,1,1,2,1,1,1,1, ,1,1,2,2,1,1,2,2, ,4,1, , , , ,1,2,1,2,1,2,2,2,2,2,2,3, ,2, ,3,2, ,2,2,2,2,1,1,2,1,1,1,12,1,2,2,1,45,1,1,8,1,2,2,1, , , ,1, ,8,2, ,5,2, , ,1,0.6418052,0.6064494
156723,2,1,1/31/2021,1,48,5,U,2,2,1,1,3,1,1,2, , ,8, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,2,2,2,2, , ,1, ,1,1,2,1,2,3,3,1,1,8,2,2,2,0, , , ,2,55,6,2,4,6,1,2,2, , , ,2, ,1,8,8,4,2, , ,2,1.3318699,1.1665962
156810,2,1,1/29/2021,1,41,4,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,1,2,1,8,2,1,1,1,2, ,1,3, ,4,2,2,2,3,1,1,1,1,2,1,1,1,30,2,1,2,2,40,1,2,6,1,2,2,1, , , ,1, ,8,2, ,2,2, , ,2,0.8392736,0.7033231
156858,2,1,1/27/2021,1,37,2,R,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,2,2,2,2, , ,3, ,3,2,2,2,2,2,2,8,8,2,1,1,2,97,1,1,1,1,87,5,2,4,3,2,2,1, , , ,1, ,10,1, ,1, , , ,2,0.5504172,0.6883447
156964,2,1,2/4/2021,1,6,5,S,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,2,1,2,1,1,1,2,1,1,1,3, ,3,2,2,2,2,2,1,1,1,2,2,1,2,2,1,2,1,2,49,2,2,6,1,2,2,3, , , ,3, ,7,2, ,2,2, , ,1,1.0866688,1.0859982
157080,2,1,1/27/2021,1,22,4,U,2,1,1,2,2,2,2, , , ,2,2,2,2, ,2,2,1,not at home a lot, ,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,2,3,3,3,3,3,2,2,2,10,1,1,1,1,52,4,2,2,2,2,2,2, , , ,2, ,1,2, ,9,9, , ,2,1.8191138,1.4257485
157118,2,1,2/4/2021,1,20,2,U,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,2,2,1,1,2,1,2,1,1,1,2,1, ,3,1, ,1,2,2, ,2,1,1,1,1,2,1,1,2,4,1,2,1,2,46,1,1,6,1,2,2,1, , , ,1, ,8,2, ,3,2, , ,2,0.9172523,0.7951434
157406,2,1,1/27/2021,1,12,2,S,2,2,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,2,2,2,2,2, , , , ,4,1,1,1,3,1,1,1,1,1,1,1,2,5,1,2,1,2,74,3,2,8,3,1,2,1, , , ,1, ,3,2, ,1, , , ,2,0.4247035,0.731654
157439,2,1,1/28/2021,1,29,4,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2,4, ,2, ,2,1,1, ,1,1,1,1,1,1,1,1,2,3,1,1,1,1,32,2,2,6,1,2,2,1, , , ,1, ,3,3,2,2,2, , ,2,0.7927198,0.5960693
157471,2,1,1/27/2021,1,5,2,S,2,1,1,1,3,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,1,2,2,2, , ,5, ,3,2,2,2,3,1,2,2,1,2,2,1,2,23,1,2,2,1,23,6,2,6,1,2,2,1, , , ,1, ,1,1, ,2,2, , ,2,0.4862828,0.3946651
157481,2,1,2/2/2021,1,16,3,U,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2, , , , ,3,2,2, ,2,2,2,2,1,1,2,1,2,20,1,2,2,1,62,1,2,8,1,2,2,1, , , ,1, ,6,2, ,2,2, , ,1,0.337806,0.3946651
157587,2,1,1/27/2021,1,45,1,R,2,2,1,1,3,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,1,1,3,1,2,1,1,2,2,2,2,10,1,2,2,2,70,1,2,6,3,2,2,2, , , ,2, ,10,2, ,2,2, , ,2,0.6907328,1.2096497
157654,2,1,1/27/2021,1,22,2,U,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2, , ,1, ,5,2,2, ,4,2,2,2,1,2,2,2,2,2,1,1,2,1,62,3,2,3,6,1,2,1, , , ,1, ,3,1, ,2,2, , ,2,0.9825373,1.0101948
157700,2,1,2/4/2021,1,2,1,R,2,2,1,1,8,1,1,2, , ,2, , , , , , , , , ,1, , , , ,2,2,1,2,2,2,2,2,2,2,2, , ,1, , ,2,2,2,3,8,8,8,2,2,1,1,1,0, , , ,2,75,4,1,3,3,2,2,1, , , ,1, ,10,9,9,2,1, , ,1,0.942769,2.2627799
157763,2,1,2/6/2021,1,51,3,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,1,1,2,1,1,1,25,1,1,1,1,43,1,1,7,1,2,2,1, , , ,1, ,8,1, ,5,2, , ,1,0.7352149,0.6212792
157765,2,1,2/2/2021,1,12,4,U,2,2,1,1,2,1,1,3, , ,1, , , , , , , , , ,2,1,1,1,1,2,1,1,2,1,1,2,1,2,2,1, ,5,3, ,5,2,2, ,3,1,2,1,1,1,1,1,1,12,1,2,1,2,52,1,1,6,1,2,2,1, , , ,1, ,9,2, ,5,2, , ,1,1.0223465,0.993953
158112,2,1,1/27/2021,1,51,5,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,2,2,2,2, , ,4, ,3,2,1,1,4,1,1,1,1,2,1,1,2,1,1,2,2,2,66,3,2,6,3,2,2,2, , , ,2, ,7,2, ,1, , , ,2,0.77282,1.3085255
158123,2,1,1/27/2021,1,23,2,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,2,2,1,1,2,1,2,2,1,2,2,1,1,2,2, ,1, , ,1,2,2, ,3,1,1,1,1,1,1,1,1,10,1,1,2,1,31,2,2,5,4,2,2,1, , , ,1, ,6,2, ,2,2, , ,2,1.4786205,1.3503843
158158,2,1,1/27/2021,1,1,1,S,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,2,2,2,2,2, , , , ,4,2,2,2,3,2,2,2,1,3,1,1,2,50,1,2,2,1,70,1,1,8,2,2,2,1, , , ,1, ,9,3,1,4,3, , ,1,0.329412,0.400566
158165,2,1,1/29/2021,1,29,3,U,2,1,1,1,1,1,1,3, , ,1, , , , , , , , , ,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,8,5, ,1, ,1,1,1, ,3,1,1,1,1,2,2,1,1,0, , , ,1,23,6,1,3,4,2,2,1, , , ,1, ,2,3,2,5,4, , ,2,1.0446425,0.7575479
158199,2,1,2/1/2021,1,49,1,R,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,2,1,2,2,2,2,2, , , , , ,2,2,2,2,1,1,1,1,1,1,1,2,6,1,2,2,1,74,1,2,3,3,2,1,1, , , ,1,1,8,3,2,3,3, , ,1,1.5179767,1.6112304
158462,2,1,2/7/2021,1,9,4,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,2,1,2,2,2,2,1,2,2,2,2, ,2, , ,2,2,2,4,2,1,2,1,1,2,1,1,3,2,2,1,1,35,1,1,8,1,2,1,7,3, , ,4,1,8,3,1,4,2, , ,2,0.7531791,0.6345186
158578,2,1,2/2/2021,1,6,5, ,2,1,1,1,8,1,1,2, , ,1, , , , , , , , , ,2,2,2,2,2,1,2,1,2,1,1,2,1,2,2,2,3, ,2, ,2,2,2, ,4,2,1,1,1,1,1,1,2,1,1,2,2,1,32,1,1,6,1,2,2,9, , , ,9, ,10,9,9,3,2, , ,2,0.6282187,0.4813128
158659,2,1,1/27/2021,1,36,3,U,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,2,2,1,1,1,1,2,1,2,2,2,1,2,2,3,4,5, ,1,2,2, ,2,2,2,1,1,1,2,1,1,10,1,2,1,1,23,6,2,5,4,1,2,1, , , ,1, ,10,2, ,3,3, , ,1,1.5360454,1.1193468
158723,2,1,2/5/2021,1,48,5,S,2,2,1,2,3,1,2, , , ,2,2,1,1, ,2,2,2, ,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2, , ,1, , ,1, , ,2,3,3,2,1,3,1,2,2,0, , , ,2,99,1,1,2,4,2,1,7, , , ,5,3,10,8,8,3,2, , ,2,2.4596811,2.2723671
158746,2,1,2/1/2021,1,6,5,U,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,2,1,1,2,2,1,2,2,2,1,2, ,3,2,2,2,3,3,2,2,2,3,1,1,1,6,2,1,1,1,29,6,2,6,1,2,1,7, , , ,5,1,8,2, ,4,3, , ,2,0.8036903,0.6615698
158812,2,1,1/30/2021,1,39,5,U,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,2,1,2,1,2,2,1,2,5,1,1, ,1,2,1,2,2,2,2,1,1,1,2,1,2,7,1,2,2,2,50,2,2,3,5,1,2,2, , , ,2, ,4,3,2,2,2, , ,1,2.4596811,2.1404375
158923,2,1,2/2/2021,1,41,1,S,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,1,1,2,1,1,2,1,2,5,3,1,3,5,2,2,2,3,2,2,1,1,2,2,1,1,97,1,2,2,2,42,1,1,6,1,2,2,1, , , ,1, ,7,1, ,4,2, , ,2,0.9169281,0.7615946
158962,2,1,2/2/2021,1,36,5, ,2,1,1,1,1,2,1,3, , ,1, , , , , , , , , ,2,1,1,2,1,2,2,1,2,1,2,2,1,2,2,1, , ,2, ,2,2,1, ,3,2,2,2,2,2,2,1,2,0, , , ,1,33,6,2,6,1,2,1,4, , , ,5,3,7,1, ,1, , , ,2,1.5043662,1.0371863
159027,2,1,2/5/2021,1,17,1,R,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,2,2,2,2,2,2,2, , ,8, , ,2,2,2,2,2,2,8,1,3,2,2,2,0, , , ,1,45,1,1,3,4,2,2,1, , , ,1, ,10,3,8,2,1, , ,2,1.4946008,1.3300423
159189,2,1,2/6/2021,1,9,2, ,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,1,1,1,2,2, , , , ,1,2,2,2,3,3,1,1,1,3,1,1,1,12,1,1,2,1,65,1,2,8,3,2,2,1, , , ,1, ,9,1, ,4,4, , ,1,0.3378943,0.4405955
159343,2,1,1/27/2021,1,51,5,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,1,1,1,2,2,2,2,1,2, ,1,3,1,3,2,2,2,3,2,1,1,1,1,2,1,1,5,1,2,1,1,19,6,2,3,4,2,2,1, , , ,1, ,9,1, ,6,4, , ,1,1.0284501,0.7959761
159490,2,1,2/6/2021,1,10,4,S,2,1,1,1,3,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,1,2,2,2,1, , ,1, ,1,2,2,2,3,1,2,1,1,1,2,1,2,5,1,2,2,1,64,2,2,3,3,2,2,1, , , ,1, ,2,3,2,3,3, , ,1,1.3428451,1.2719241
159571,2,1,1/28/2021,1,48,2,U,2,1,2,2, ,2,1,8, , ,2,2,2,2, ,2,2,2, , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2, ,2, ,8,8,8,8,8,1,1,2,0, , , ,1,68,5,2,5,1,2,2,2, , , ,2, ,6,3,2,1, , , ,1,0.8025244,1.4066223
159620,2,1,1/28/2021,1,6,3,U,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,1,1,1,1,2,1, , ,4, ,2,2,2,2,3,1,1,1,1,1,2,1,2,8,1,2,2,2,62,3,2,6,1,2,2,1, , , ,1, ,2,3,8,2,1, , ,2,0.6808899,0.6221004
159714,2,1,2/1/2021,1,18,3,U,2,1,1,1,1,2,1,2, , ,1, , , , , , , , , ,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2, , , , ,3,2,2, ,4,2,1,1,1,1,2,1,2,14,1,2,1,1,32,1,2,5,4,2,2,1, , , ,1, ,8,3,8,2,2, , ,2,1.7429932,1.2639331
159761,2,1,2/1/2021,1,21,4,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,2,1,1,1,2,1,1,2,1,2,1,2,2,2,1, ,1,3, ,4,2,2, ,3,3,1,1,1,2,2,1,2,15,1,2,2,2,43,1,1,6,2,2,2,1, , , ,1, ,7,1, ,5,2, , ,1,1.1232398,1.0129315
159970,2,1,1/28/2021,1,30,1,R,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,2,2,1,2,1,2,1,2,2,2,2, , ,1, ,2,2,2, ,2,3,2,1,2,2,1,1,1,3,1,2,2,2,52,1,1,7,1,2,2,1, , , ,1, ,8,1, ,3,2, , ,1,0.7792396,0.7473253
